City,State,Country,debutYear,freq,lat,long
Del Rio, TX, USA,1972,1,29.3655405,-100.8946984
Del Rio, TX, USA,1973,1,29.3655405,-100.8946984
Del Rio, TX, USA,2019,1,29.3655405,-100.8946984
DeLand, FL, USA,1993,1,29.0283213,-81.3031098
DeLand, FL, USA,2014,1,29.0283213,-81.3031098
DeLand, FL, USA,2016,1,29.0283213,-81.3031098
Delano, CA, USA,1999,1,35.7688425,-119.2470536
Delray Beach, FL, USA,2015,1,26.4614625,-80.0728201
Delta, UT, USA,2002,1,39.3521777,-112.57717
Deltona, FL, USA,2019,1,28.9005446,-81.2636738
Demopolis, AL, USA,2004,1,32.5178284,-87.8368201
Demopolis, AL, USA,2018,1,32.5178284,-87.8368201
Denton, TX, USA,1990,1,33.1838787,-97.1413417
Denton, TX, USA,2003,1,33.1838787,-97.1413417
Denton, TX, USA,2004,1,33.1838787,-97.1413417
Denton, TX, USA,2006,1,33.1838787,-97.1413417
Denton, TX, USA,2010,1,33.1838787,-97.1413417
Denton, TX, USA,2011,1,33.1838787,-97.1413417
Denton, TX, USA,2014,1,33.1838787,-97.1413417
Denver, CA, USA,2020,1,33.6996403,-117.7762652
Denver, CO, USA,1970,1,39.7392364,-104.9848623
Denver, CO, USA,1971,2,39.7392364,-104.9848623
Denver, CO, USA,1974,3,39.7392364,-104.9848623
Denver, CO, USA,1979,1,39.7392364,-104.9848623
Denver, CO, USA,1982,1,39.7392364,-104.9848623
Denver, CO, USA,1983,1,39.7392364,-104.9848623
Denver, CO, USA,1985,2,39.7392364,-104.9848623
Denver, CO, USA,1986,1,39.7392364,-104.9848623
Denver, CO, USA,1988,1,39.7392364,-104.9848623
Denver, CO, USA,1989,1,39.7392364,-104.9848623
Denver, CO, USA,1991,1,39.7392364,-104.9848623
Denver, CO, USA,1994,1,39.7392364,-104.9848623
Denver, CO, USA,1998,1,39.7392364,-104.9848623
Denver, CO, USA,1999,1,39.7392364,-104.9848623
Denver, CO, USA,2002,1,39.7392364,-104.9848623
Denver, CO, USA,2004,1,39.7392364,-104.9848623
Denver, CO, USA,2007,1,39.7392364,-104.9848623
Denver, CO, USA,2009,1,39.7392364,-104.9848623
Denver, CO, USA,2016,2,39.7392364,-104.9848623
Denver, CO, USA,2017,2,39.7392364,-104.9848623
DeQuincy, LA, USA,1981,1,30.4504779,-93.4332189
Des Moines, IA, USA,1987,1,41.5910323,-93.6046655
Des Moines, IA, USA,1989,1,41.5910323,-93.6046655
Des Moines, IA, USA,1991,1,41.5910323,-93.6046655
Des Moines, IA, USA,1998,2,41.5910323,-93.6046655
Des Moines, IA, USA,1999,1,41.5910323,-93.6046655
Des Moines, IA, USA,2000,2,41.5910323,-93.6046655
Des Moines, IA, USA,2002,1,41.5910323,-93.6046655
Des Moines, IA, USA,2007,1,41.5910323,-93.6046655
Des Moines, IA, USA,2008,1,41.5910323,-93.6046655
Des Moines, IA, USA,2010,1,41.5910323,-93.6046655
Des Moines, IA, USA,2020,1,41.5910323,-93.6046655
Des Plaines, IL, USA,1993,1,42.0415823,-87.8873916
Deshler, OH, USA,2013,1,41.2075509,-83.8991072
Detroit, MI, USA,1970,2,42.3315509,-83.0466403
Detroit, MI, USA,1971,1,42.3315509,-83.0466403
Detroit, MI, USA,1972,2,42.3315509,-83.0466403
Detroit, MI, USA,1973,3,42.3315509,-83.0466403
Detroit, MI, USA,1974,3,42.3315509,-83.0466403
Detroit, MI, USA,1975,2,42.3315509,-83.0466403
Detroit, MI, USA,1976,3,42.3315509,-83.0466403
Detroit, MI, USA,1977,2,42.3315509,-83.0466403
Detroit, MI, USA,1978,2,42.3315509,-83.0466403
Detroit, MI, USA,1979,1,42.3315509,-83.0466403
Detroit, MI, USA,1980,1,42.3315509,-83.0466403
Detroit, MI, USA,1982,1,42.3315509,-83.0466403
Detroit, MI, USA,1984,1,42.3315509,-83.0466403
Detroit, MI, USA,1986,2,42.3315509,-83.0466403
Detroit, MI, USA,1987,3,42.3315509,-83.0466403
Detroit, MI, USA,1988,2,42.3315509,-83.0466403
Detroit, MI, USA,1990,1,42.3315509,-83.0466403
Detroit, MI, USA,1991,1,42.3315509,-83.0466403
Detroit, MI, USA,1996,1,42.3315509,-83.0466403
Detroit, MI, USA,1999,2,42.3315509,-83.0466403
Detroit, MI, USA,2000,1,42.3315509,-83.0466403
Detroit, MI, USA,2012,1,42.3315509,-83.0466403
Detroit, MI, USA,2015,1,42.3315509,-83.0466403
Detroit, MI, USA,2018,1,42.3315509,-83.0466403
Detroit, MI, USA,2019,1,42.3315509,-83.0466403
Detroit, MI, USA,2020,2,42.3315509,-83.0466403
Devils Lake, ND, USA,1994,1,48.112779,-98.86512
Diamond Bar, CA, USA,2014,1,34.0286226,-117.8103367
Dickson, TN, USA,1984,1,36.0766534,-87.3870096
Dickson, TN, USA,1986,1,36.0766534,-87.3870096
Dobbs Ferry, NY, USA,1973,1,41.0110045,-73.8714145428
Docena, AL, USA,1973,1,33.5595502,-86.9311047
Donelson, TN, USA,2004,1,36.1625566,-86.6699968
Donelson, TN, USA,2012,1,36.1625566,-86.6699968
Donora, PA, USA,1973,1,40.1734049,-79.8575467
Donora, PA, USA,1989,1,40.1734049,-79.8575467
Dos Palos, CA, USA,1987,1,36.9860582,-120.6265722
Dos Palos, CA, USA,2015,1,36.9860582,-120.6265722
Dothan, AL, USA,2003,1,31.2237434,-85.3933906
Dothan, AL, USA,2005,1,31.2237434,-85.3933906
Dothan, AL, USA,2009,1,31.2237434,-85.3933906
Dothan, AL, USA,2012,1,31.2237434,-85.3933906
Dothan, AL, USA,2018,1,31.2237434,-85.3933906
Douglas, GA, USA,1982,1,39.7628415,-88.2170516
Douglas, GA, USA,1994,1,39.7628415,-88.2170516
Douglas, GA, USA,2002,1,39.7628415,-88.2170516
Douglasville, GA, USA,1980,1,33.7514966,-84.7477136
Douglasville, GA, USA,2005,1,33.7514966,-84.7477136
Dover, DE, USA,1979,1,39.158168,-75.5243682
Dover, DE, USA,1982,1,39.158168,-75.5243682
Dover, DE, USA,2004,1,39.158168,-75.5243682
Dover, NH, USA,2018,1,43.198057,-70.8739158
Dover, OH, USA,2016,1,40.5213381,-81.4741475
Downers Grove, IL, USA,2020,1,41.7936822,-88.0102281
Downey, CA, USA,1974,1,33.942215,-118.1235646
Downey, CA, USA,1983,1,33.942215,-118.1235646
Downey, CA, USA,1984,3,33.942215,-118.1235646
Downey, CA, USA,1986,1,33.942215,-118.1235646
Downey, CA, USA,1990,1,33.942215,-118.1235646
Downey, CA, USA,1995,1,33.942215,-118.1235646
Downey, CA, USA,1999,1,33.942215,-118.1235646
Downey, CA, USA,2002,1,33.942215,-118.1235646
Downey, CA, USA,2005,1,33.942215,-118.1235646
Downey, CA, USA,2008,1,33.942215,-118.1235646
Downey, CA, USA,2013,1,33.942215,-118.1235646
Downey, CA, USA,2019,1,33.942215,-118.1235646
Doylestown, PA, USA,1986,1,40.3100446,-75.1304588
Doylestown, PA, USA,1988,1,40.3100446,-75.1304588
Du Bois, PA, USA,1995,1,41.10364915,-78.6392280013
Dublin, GA, USA,2002,1,37.7021521,-121.9357918
Dublin, GA, USA,2007,1,37.7021521,-121.9357918
Dublin, OH, USA,1989,1,40.0992294,-83.1140771
Dublin, OH, USA,2019,1,40.0992294,-83.1140771
Dubuque, IA, USA,1982,1,42.5006217,-90.6647967
Duluth, GA, USA,2019,1,46.7729322,-92.1251218
Duluth, MN, USA,1973,1,46.7729322,-92.1251218
Duluth, MN, USA,1980,1,46.7729322,-92.1251218
Duncanville, TX, USA,2009,1,32.6518004,-96.9083366
Dunedin, FL, USA,1983,1,28.0197404,-82.7717684
Dunedin, FL, USA,2000,1,28.0197404,-82.7717684
Dunedin, FL, USA,2004,1,28.0197404,-82.7717684
Dunedin, FL, USA,2008,1,28.0197404,-82.7717684
Dunedin, FL, USA,2014,1,28.0197404,-82.7717684
Dunedin, FL, USA,2018,1,28.0197404,-82.7717684
Dunkirk, NY, USA,1977,1,42.479502,-79.333932
Dunlap, TN, USA,2018,1,35.3714575,-85.3905209
DuQuoin, IL, USA,1972,1,37.9830785,-89.2229006192
Durango, CO, USA,1996,1,37.2395367,-107.8215817917
Durant, OK, USA,1981,1,33.9958945,-96.3814259
Durham, NC, USA,1983,1,35.996653,-78.9018053
Durham, NC, USA,1986,1,35.996653,-78.9018053
Durham, NC, USA,1991,1,35.996653,-78.9018053
Durham, NC, USA,1996,1,35.996653,-78.9018053
Durham, NC, USA,2001,1,35.996653,-78.9018053
Durham, NC, USA,2008,2,35.996653,-78.9018053
Durham, NC, USA,2012,1,35.996653,-78.9018053
Durham, NC, USA,2018,1,35.996653,-78.9018053
Durham, NH, USA,2007,1,43.134564,-70.927048
Eagle Pass, TX, USA,2019,1,28.7099337,-100.4938137
Easley, SC, USA,1997,1,34.8269276,-82.5817053
East Chicago, IN, USA,1971,1,41.8755616,-87.6244212
East Chicago, IN, USA,1975,2,41.8755616,-87.6244212
East Chicago, IN, USA,1991,1,41.8755616,-87.6244212
East Chicago, IN, USA,2005,1,41.8755616,-87.6244212
East Longmeadow, MA, USA,2014,1,42.0602543,-72.4989821
East Los Angeles, CA, USA,2009,1,34.0239015,-118.1720157
East Orange, NJ, USA,1970,1,40.767323,-74.2048677
East Orange, NJ, USA,1983,1,40.767323,-74.2048677
East Orange, NJ, USA,1990,1,40.767323,-74.2048677
East Point, GA, USA,2014,1,33.6795531,-84.4393724
East Providence, RI, USA,1972,1,41.8137116,-71.3700545
East St. Louis, IL, USA,1975,1,38.6244952,-90.1509429
East St. Louis, IL, USA,1989,1,38.6244952,-90.1509429
East St. Louis, IL, USA,1995,1,38.6244952,-90.1509429
East St. Louis, IL, USA,1997,1,38.6244952,-90.1509429
East Windsor, CT, USA,2019,1,41.9156316,-72.6130726
Easton, MD, USA,1980,1,38.7744952,-76.0763065
Easton, MD, USA,2015,1,38.7744952,-76.0763065
Eatontown, NJ, USA,1989,1,40.2962222,-74.0509725
Eau Claire, WI, USA,1973,1,44.811349,-91.4984941
Eau Claire, WI, USA,1995,1,44.811349,-91.4984941
Edgewood, KY, USA,2015,1,39.0186719,-84.581888
Edina, MN, USA,1999,1,44.8897027,-93.3501222
Edina, MN, USA,2010,1,44.8897027,-93.3501222
Edina, MN, USA,2011,1,44.8897027,-93.3501222
Edinburg, TX, USA,2012,1,26.3013982,-98.1624501
Edison, NJ, USA,1997,1,40.5382375,-74.3945173451
Edison, NJ, USA,1998,1,40.5382375,-74.3945173451
Edison, NJ, USA,2020,1,40.5382375,-74.3945173451
Edmond, OK, USA,2017,1,35.6571367,-97.4649038
Edmonds, WA, USA,2003,1,47.8105738,-122.3774952
Edwardsville, IL, USA,1998,1,38.8114364,-89.953157
Effingham, IL, USA,1993,1,39.0520902,-88.6029006
Effingham, IL, USA,2007,1,39.0520902,-88.6029006
Effingham, IL, USA,2015,1,39.0520902,-88.6029006
Effingham, IL, USA,2017,1,39.0520902,-88.6029006
El Cajon, CA, USA,1992,1,32.7947731,-116.9625269
El Cajon, CA, USA,1995,1,32.7947731,-116.9625269
El Cajon, CA, USA,2000,1,32.7947731,-116.9625269
El Cajon, CA, USA,2003,1,32.7947731,-116.9625269
El Cajon, CA, USA,2012,1,32.7947731,-116.9625269
El Cajon, CA, USA,2014,1,32.7947731,-116.9625269
El Cajon, CA, USA,2016,1,32.7947731,-116.9625269
El Centro, CA, USA,1981,1,32.792,-115.5630514
El Dorado, AR, USA,2009,1,33.20763,-92.6662674
El Paso, TX, USA,1986,1,31.7754152,-106.464634
El Paso, TX, USA,1991,2,31.7754152,-106.464634
El Paso, TX, USA,1992,1,31.7754152,-106.464634
El Paso, TX, USA,1996,2,31.7754152,-106.464634
El Paso, TX, USA,1999,1,31.7754152,-106.464634
El Paso, TX, USA,2002,1,31.7754152,-106.464634
El Paso, TX, USA,2005,1,31.7754152,-106.464634
El Paso, TX, USA,2009,1,31.7754152,-106.464634
Elgin, IL, USA,1993,1,42.03726,-88.2810994
Elgin, IL, USA,2005,1,42.03726,-88.2810994
Elgin, IL, USA,2019,1,42.03726,-88.2810994
Elgin, IL, USA,2020,1,42.03726,-88.2810994
Elizabeth, NJ, USA,1980,1,40.6639916,-74.2107006
Elizabeth, NJ, USA,1993,1,40.6639916,-74.2107006
Elizabeth, NJ, USA,2008,1,40.6639916,-74.2107006
Elizabeth, NJ, USA,2013,1,40.6639916,-74.2107006
Elizabeth, NJ, USA,2016,1,40.6639916,-74.2107006
Elizabeth, NJ, USA,2017,1,40.6639916,-74.2107006
Elizabethtown, KY, USA,1981,1,37.693952,-85.8591285
Elizabethtown, KY, USA,2011,1,37.693952,-85.8591285
Elk Grove, CA, USA,2017,1,38.4087993,-121.3716178
Elk Grove, CA, USA,2019,1,38.4087993,-121.3716178
Elk Grove, CA, USA,2020,1,38.4087993,-121.3716178
Elkhart, IN, USA,2015,1,30.814789,-95.093697
Elkhorn, NE, USA,1999,1,41.2860699,-96.2346121
Elkins, WV, USA,1986,1,38.925927,-79.8466552
Elko, NV, USA,2019,1,41.1958128,-115.3272864
Elkton, MD, USA,1974,1,39.6065073,-75.8330934
Elkton, MD, USA,1984,1,39.6065073,-75.8330934
Ellensburg, WA, USA,1975,1,46.9970635,-120.5451223
Ellsworth Air Force Base, SD, USA,1997,1,44.14708435,-103.0866841964
Ellsworth, ME, USA,1989,1,44.5434831,-68.4201819
Ellwood City, PA, USA,1977,1,40.8617303,-80.2864515
Elmhurst, IL, USA,1977,2,41.8994745,-87.9403418
Elmhurst, IL, USA,1989,1,41.8994745,-87.9403418
Elmhurst, IL, USA,2003,1,41.8994745,-87.9403418
Elmhurst, IL, USA,2018,1,41.8994745,-87.9403418
Elmhurst, NY, USA,1989,1,40.7365804,-73.8783932
Elmira, NY, USA,1977,1,42.0897965,-76.8077338
Elmira, NY, USA,1987,1,42.0897965,-76.8077338
Eloy, AZ, USA,1983,1,32.7551703,-111.5534932
Elsberry, MO, USA,1973,1,39.1667151,-90.7809598
Elyria, OH, USA,1972,1,41.3673191,-82.1073583
Elyria, OH, USA,2018,1,41.3673191,-82.1073583
Encinitas, CA, USA,1999,1,33.0369867,-117.2919818
Encinitas, CA, USA,2020,1,33.0369867,-117.2919818
Encino, CA, USA,1982,1,34.1591324,-118.5016166
Encino, CA, USA,1992,1,34.1591324,-118.5016166
Encino, CA, USA,1996,1,34.1591324,-118.5016166
Englewood Cliffs, NJ, USA,2020,1,40.8853773,-73.9523597
Englewood, CO, USA,2006,1,39.6482059,-104.9879641
Englewood, NJ, USA,1975,1,40.8928771,-73.9726381
Englewood, NJ, USA,1988,1,40.8928771,-73.9726381
Englewood, NJ, USA,1995,1,40.8928771,-73.9726381
Enid, OK, USA,1986,1,36.3967623,-97.8791341
Ennis, TX, USA,1983,1,32.3293111,-96.6252679
Erie, PA, USA,1979,1,42.1294712,-80.0852695
Erie, PA, USA,1982,1,42.1294712,-80.0852695
Erie, PA, USA,1993,1,42.1294712,-80.0852695
Erie, PA, USA,2011,1,42.1294712,-80.0852695
Escondido, CA, USA,1982,1,33.1216751,-117.0814849
Escondido, CA, USA,1987,1,33.1216751,-117.0814849
Escondido, CA, USA,2007,1,33.1216751,-117.0814849
Escondido, CA, USA,2010,1,33.1216751,-117.0814849
Escondido, CA, USA,2019,1,33.1216751,-117.0814849
Euclid, OH, USA,1971,1,41.5931049,-81.5267873
Euclid, OH, USA,1978,2,41.5931049,-81.5267873
Euclid, OH, USA,1989,1,41.5931049,-81.5267873
Eugene, OR, USA,1978,1,44.0505054,-123.0950506
Eugene, OR, USA,1979,1,44.0505054,-123.0950506
Eugene, OR, USA,1983,1,44.0505054,-123.0950506
Eunice, LA, USA,2017,1,30.4943669,-92.4176324
Eureka Springs, AR, USA,2000,1,36.4000796,-93.7392419
Eureka, CA, USA,1973,1,40.8020712,-124.1636729
Eureka, CA, USA,1977,1,40.8020712,-124.1636729
Eureka, CA, USA,1980,1,40.8020712,-124.1636729
Eureka, IL, USA,2006,1,40.7213015,-89.2726708
Eustis, FL, USA,1990,1,28.85181715,-81.7108553382
Eustis, FL, USA,2010,1,28.85181715,-81.7108553382
Evans City, PA, USA,2015,1,40.7692321,-80.062838
Evanston, IL, USA,1973,1,42.0447388,-87.6930459
Evanston, IL, USA,1975,1,42.0447388,-87.6930459
Evanston, IL, USA,1979,2,42.0447388,-87.6930459
Evanston, IL, USA,1986,1,42.0447388,-87.6930459
Evanston, IL, USA,1993,1,42.0447388,-87.6930459
Evanston, IL, USA,1999,1,42.0447388,-87.6930459
Evanston, IL, USA,2002,1,42.0447388,-87.6930459
Evanston, IL, USA,2012,1,42.0447388,-87.6930459
Evansville, IN, USA,1970,1,41.947236,-73.841185
Evansville, IN, USA,1971,1,41.947236,-73.841185
Evansville, IN, USA,1982,1,41.947236,-73.841185
Evansville, IN, USA,1989,2,41.947236,-73.841185
Evansville, IN, USA,1991,1,41.947236,-73.841185
Evansville, IN, USA,1995,1,41.947236,-73.841185
Evansville, IN, USA,1996,1,41.947236,-73.841185
Evansville, IN, USA,2002,1,41.947236,-73.841185
Evansville, IN, USA,2007,1,41.947236,-73.841185
Evansville, IN, USA,2010,2,41.947236,-73.841185
Evansville, IN, USA,2014,1,41.947236,-73.841185
Evansville, IN, USA,2015,1,41.947236,-73.841185
Everett, WA, USA,1973,1,47.9673056,-122.2013998
Everett, WA, USA,1986,1,47.9673056,-122.2013998
Everett, WA, USA,2008,1,47.9673056,-122.2013998
Everett, WA, USA,2014,1,47.9673056,-122.2013998
Evergreen Park, IL, USA,1971,1,41.720136,-87.7013258
Evergreen Park, IL, USA,1973,1,41.720136,-87.7013258
Evergreen Park, IL, USA,1978,1,41.720136,-87.7013258
Evergreen Park, IL, USA,1997,1,41.720136,-87.7013258
Evergreen Park, IL, USA,1999,1,41.720136,-87.7013258
Evergreen Park, IL, USA,2005,1,41.720136,-87.7013258
Evergreen, IL, USA,2012,1,42.2167742,-87.8671919402
Evergreen, NC, USA,1983,1,34.4082231,-78.9016925
Evergreen, NC, USA,1987,1,34.4082231,-78.9016925
Excelsior Springs, MO, USA,1991,1,39.3417244,-94.2223507
Exeter, CA, USA,1980,1,36.2960613,-119.1420517
Exeter, CA, USA,1984,1,36.2960613,-119.1420517
Exeter, NH, USA,1985,1,42.981477,-70.9478343
Exeter, NH, USA,1997,1,42.981477,-70.9478343
Fairfax, VA, USA,1992,1,38.8462236,-77.3063733
Fairfax, VA, USA,1998,1,38.8462236,-77.3063733
Fairfax, VA, USA,1999,1,38.8462236,-77.3063733
Fairfax, VA, USA,2004,1,38.8462236,-77.3063733
Fairfax, VA, USA,2005,1,38.8462236,-77.3063733
Fairfax, VA, USA,2009,1,38.8462236,-77.3063733
Fairfax, VA, USA,2011,1,38.8462236,-77.3063733
Fairfield, CA, USA,1998,1,38.2493581,-122.039966
Fairfield, CA, USA,2000,1,38.2493581,-122.039966
Fairfield, CA, USA,2002,1,38.2493581,-122.039966
Fairfield, CA, USA,2004,1,38.2493581,-122.039966
Fairfield, CA, USA,2008,1,38.2493581,-122.039966
Fairfield, CA, USA,2009,1,38.2493581,-122.039966
Fairfield, CA, USA,2020,1,38.2493581,-122.039966
Fairfield, OH, USA,1992,1,39.3458953,-84.5605031
Fairhope, AL, USA,1980,1,30.507956,-87.8974292243
Fairview, OH, USA,2003,1,40.0576555,-81.2349381021
Fall River, MA, USA,1975,1,41.7010642,-71.1546367
Fall River, MA, USA,1983,1,41.7010642,-71.1546367
Fall River, MA, USA,1996,1,41.7010642,-71.1546367
Fall River, MA, USA,2000,1,41.7010642,-71.1546367
Fall River, MA, USA,2011,1,41.7010642,-71.1546367
Fallbrook, CA, USA,2007,1,33.3764196,-117.2511466
Fallbrook, CA, USA,2013,1,33.3764196,-117.2511466
Falmouth, MA, USA,2010,1,43.729525,-70.241993
Fargo, ND, USA,1977,1,46.877229,-96.789821
Fargo, ND, USA,2006,1,46.877229,-96.789821
Fargo, ND, USA,2014,1,46.877229,-96.789821
Fargo, ND, USA,2019,1,46.877229,-96.789821
Faribault, MN, USA,1982,1,43.6647961,-93.9510501
Farmington, CT, USA,2014,1,44.6402434,-93.1435497
Farmington, MO, USA,2010,1,36.7291152,-108.2054451
Farmington, NM, USA,2009,1,36.7291152,-108.2054451
Farmville, VA, USA,1976,1,37.3024713,-78.3923813
Farmville, VA, USA,1991,1,37.3024713,-78.3923813
Fayetteville, AR, USA,2012,1,36.0625843,-94.1574328
Fayetteville, AR, USA,2013,1,36.0625843,-94.1574328
Fayetteville, AR, USA,2018,1,36.0625843,-94.1574328
Fayetteville, GA, USA,2017,1,36.0625843,-94.1574328
Fayetteville, NC, USA,1990,1,35.0525759,-78.878292
Fayetteville, NC, USA,1992,1,35.0525759,-78.878292
Fayetteville, NC, USA,2004,1,35.0525759,-78.878292
Federal Way, WA, USA,2010,1,47.313494,-122.3393103
Federal Way, WA, USA,2018,1,47.313494,-122.3393103
Festus, MO, USA,2014,1,38.2207112,-90.3959504
Findlay, OH, USA,2000,1,41.0413873,-83.6503982
Flagstaff, AZ, USA,1988,1,35.1816047,-111.616595332
Flagstaff, AZ, USA,2014,1,35.1816047,-111.616595332
Flemington, NJ, USA,1985,1,40.5130953,-74.8591333
Flemington, NJ, USA,1999,1,40.5130953,-74.8591333
Flemington, NJ, USA,2001,1,40.5130953,-74.8591333
Flemington, NJ, USA,2008,1,40.5130953,-74.8591333
Flemington, NJ, USA,2015,1,40.5130953,-74.8591333
Flint, MI, USA,1975,1,43.0161693,-83.6900211
Flint, MI, USA,1986,1,43.0161693,-83.6900211
Flint, MI, USA,1989,2,43.0161693,-83.6900211
Flint, MI, USA,1990,1,43.0161693,-83.6900211
Flint, MI, USA,1996,1,43.0161693,-83.6900211
Flint, MI, USA,1999,1,43.0161693,-83.6900211
Florence, AL, USA,1975,1,34.79981,-87.677251
Florence, AL, USA,1988,1,34.79981,-87.677251
Florence, AL, USA,2004,1,34.79981,-87.677251
Florence, SC, USA,1971,1,34.1984435,-79.7671658
Florence, SC, USA,1973,1,34.1984435,-79.7671658
Florence, SC, USA,1989,1,34.1984435,-79.7671658
Florence, SC, USA,1991,1,34.1984435,-79.7671658
Florence, SC, USA,1993,1,34.1984435,-79.7671658
Florence, SC, USA,2016,1,34.1984435,-79.7671658
Florence, SC, USA,2017,1,34.1984435,-79.7671658
Florissant, MO, USA,2008,1,38.7919683,-90.3227803
Flowood, MS, USA,2009,1,32.3092741,-90.1389076
Flushing, NY, USA,1971,1,40.7654301,-73.8174291
Flushing, NY, USA,1983,1,40.7654301,-73.8174291
Flushing, NY, USA,1987,1,40.7654301,-73.8174291
Flushing, NY, USA,1993,1,40.7654301,-73.8174291
Flushing, NY, USA,1999,1,40.7654301,-73.8174291
Flushing, NY, USA,2009,1,40.7654301,-73.8174291
Foley, AL, USA,2020,1,30.4065868,-87.6835974
Follansbee, WV, USA,1973,1,40.3275693,-80.5959065
Folsom, CA, USA,1988,1,38.6779591,-121.1760583
Folsom, LA, USA,2018,1,30.6301889,-90.1873048
Fond du Lac, WI, USA,1976,1,43.7748763,-88.4458033
Fontana, CA, USA,1980,1,34.0922335,-117.435048
Fontana, CA, USA,1985,1,34.0922335,-117.435048
Fontana, CA, USA,1991,1,34.0922335,-117.435048
Fontana, CA, USA,1992,1,34.0922335,-117.435048
Fontana, CA, USA,1995,2,34.0922335,-117.435048
Fontana, CA, USA,1998,1,34.0922335,-117.435048
Fontana, CA, USA,1999,1,34.0922335,-117.435048
Fontana, CA, USA,2000,1,34.0922335,-117.435048
Fontana, CA, USA,2001,1,34.0922335,-117.435048
Fontana, CA, USA,2006,1,34.0922335,-117.435048
Fontana, CA, USA,2007,1,34.0922335,-117.435048
Fontana, CA, USA,2014,1,34.0922335,-117.435048
Fontana, CA, USA,2015,1,34.0922335,-117.435048
Forest City, IA, USA,1972,1,43.2624559,-93.6371591
Forest Grove, OR, USA,1998,1,45.5197452,-123.1114405
Forrest City, AR, USA,1993,1,35.0081474,-90.7898342
Forrest City, AR, USA,2017,1,35.0081474,-90.7898342
Fort Belvoir, VA, USA,1977,1,38.72821225,-77.150982913
Fort Belvoir, VA, USA,1995,1,38.72821225,-77.150982913
Fort Belvoir, VA, USA,2015,1,38.72821225,-77.150982913
Fort Benning, GA, USA,1983,1,32.3523691,-84.9688191
Fort Benning, GA, USA,1995,1,32.3523691,-84.9688191
Fort Benning, GA, USA,2006,1,32.3523691,-84.9688191
Fort Bragg, CA, USA,1993,1,39.4534731,-123.8149114158
Fort Bragg, NC, USA,1981,1,35.1422775,-78.9987278869
Fort Bragg, NC, USA,2020,1,35.1422775,-78.9987278869
Fort Campbell, KY, USA,1978,1,39.0786242,-84.4483432
Fort Campbell, KY, USA,2002,1,39.0786242,-84.4483432
Fort Collins, CO, USA,2001,1,40.5508527,-105.0668085
Fort Collins, CO, USA,2004,1,40.5508527,-105.0668085
Fort Collins, CO, USA,2014,1,40.5508527,-105.0668085
Fort Collins, CO, USA,2019,1,40.5508527,-105.0668085
Fort Dodge, IA, USA,1989,2,42.4974694,-94.1680158
Fort Gaines, GA, USA,1985,1,31.6090569,-85.0471505
Fort Gaines, GA, USA,1987,1,31.6090569,-85.0471505
Fort Gibson, OK, USA,1974,1,35.8037889,-95.2579643483
Fort Hood, TX, USA,2019,1,31.20143875,-97.7717578135
Fort Knox, KY, USA,1976,1,37.89765515,-85.9038521237
Fort Knox, KY, USA,1999,1,37.89765515,-85.9038521237
Fort Knox, KY, USA,2011,1,37.89765515,-85.9038521237
Fort Lauderdale, FL, USA,1983,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,1986,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,1993,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2000,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2001,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2002,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2005,4,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2006,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2007,2,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2009,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2011,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2012,2,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2013,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2014,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2015,1,26.1223084,-80.1433786
Fort Lauderdale, FL, USA,2017,2,26.1223084,-80.1433786
Fort Lewis, WA, USA,1977,1,47.1086912,-122.5549795
Fort Lewis, WA, USA,1981,1,47.1086912,-122.5549795
Fort Loramie, OH, USA,2016,1,40.3514368,-84.3738386
Fort Meade, FL, USA,2009,1,27.7522526,-81.8017491
Fort Myers, FL, USA,1989,1,26.640628,-81.8723084
Fort Myers, FL, USA,2002,1,26.640628,-81.8723084
Fort Myers, FL, USA,2007,1,26.640628,-81.8723084
Fort Myers, FL, USA,2010,1,26.640628,-81.8723084
Fort Myers, FL, USA,2011,1,26.640628,-81.8723084
Fort Myers, FL, USA,2015,1,26.640628,-81.8723084
Fort Pierce, FL, USA,1987,1,27.4467056,-80.3256056
Fort Pierce, FL, USA,1993,1,27.4467056,-80.3256056
Fort Pierce, FL, USA,1994,1,27.4467056,-80.3256056
Fort Pierce, FL, USA,1999,1,27.4467056,-80.3256056
Fort Polk, LA, USA,1988,1,31.05206675,-93.1712187903
Fort Polk, LA, USA,1999,1,31.05206675,-93.1712187903
Fort Riley, KS, USA,1972,1,39.17147525,-96.7798333976
Fort Riley, KS, USA,1995,1,39.17147525,-96.7798333976
Fort Riley, KS, USA,1997,1,39.17147525,-96.7798333976
